paragraph_id,paragraph_sequence,date_set_or_published,date_sent,issue_id,number_as_printed,post,first_city,first_city_id,first_is_location,second_city,second_city_id,second_is_location,lines_count,domestic_or_foreign,category_primary,category_secondary,notes
14610,22,1649-08-27,NA,608,NA,NA,Derry,30,y,NA,NA,NA,4,Foreign,War & Conflict,NA,NA
14614,4,1649-08-24,1649-08-14,609,NA,NA,Derry,30,y,NA,NA,NA,20,Foreign,Diplomacy/Politics,NA,NA
14673,8,1649-08-28,1649-08-14,612,NA,NA,Derry,30,y,NA,NA,NA,20,Foreign,Diplomacy/Politics,NA,NA
15191,19,1649-09-18,1649-09-14,636,NA,NA,Derry,30,y,NA,NA,NA,6,Foreign,War & Conflict,NA,NA
15230,11,1649-09-17,1649-09-14,638,NA,NA,Derry,30,y,NA,NA,NA,7,Foreign,War & Conflict,NA,NA
15302,24,1649-09-20,NA,641,NA,NA,Derry,30,y,NA,NA,NA,17,Foreign,War & Conflict,NA,T.G.
15312,6,1649-09-17,1649-09-14,642,NA,NA,Derry,30,y,NA,NA,NA,7,Foreign,War & Conflict,NA,NA
15348,11,1649-09-21,1649-09-14,643,NA,NA,Derry,30,y,Belfast,52,y,8,Foreign,War & Conflict,NA,T.G.
15362,25,1649-09-25,NA,643,NA,NA,Derry,30,y,NA,NA,NA,10,Foreign,War & Conflict,NA,NA
15370,8,1649-09-20,NA,644,NA,NA,Derry,30,y,NA,NA,NA,15,Foreign,Diplomacy/Politics,NA,NA
1099,5,1645-09-25,NA,31,31,NA,Devizes,NA,NA,NA,NA,NA,5,Domestic,War & Conflict,NA,NA
9163,13,1649-02-10,NA,286,NA,NA,Devon,NA,NA,NA,NA,NA,6,Domestic,Diplomacy/Politics,NA,NA
807,27,1645-08-04,NA,23,23,NA,Devonshire,NA,NA,NA,NA,NA,3,Domestic,War & Conflict,NA,NA
6292,5,1648-06-09,NA,172,169,NA,Devonshire,NA,NA,NA,NA,NA,25,Domestic,War & Conflict,NA,NA
6293,6,1648-06-09,NA,172,169,NA,Devonshire,NA,NA,NA,NA,NA,5,Domestic,Legal/Criminal;War & Conflict,NA,NA
13950,25,1649-08-03,NA,577,NA,NA,Devonshire,NA,NA,NA,NA,NA,14,Domestic,Other,NA,Letter asking to print a correction
4243,33,1647-04-02,1647-04-02,111,108,French Post,Dieppe,276,y,NA,NA,NA,5,Foreign,War & Conflict,NA,NA
4688,34,1647-06-20,NA,122,119,NA,Dieppe,276,y,NA,NA,NA,7,Foreign,Ireland;War & Conflict,NA,NA
4242,32,1647-04-02,1647-03-27,111,108,French post,Dijon,375,y,NA,NA,NA,18,Foreign,Diplomacy/Politics,NA,NA
4806,33,1647-07-17,NA,126,123,NA,Diksmuide,322,y,NA,NA,NA,68,Foreign,War & Conflict,NA,Extended narrative
2582,18,NA,NA,68,68,The Hague,Dillenbury,426,y,NA,NA,NA,7,Foreign,War & Conflict,NA,NA
1139,3,1645-10-02,NA,32,32,NA,Dodleston,NA,y,NA,NA,NA,8,Domestic,War & Conflict,NA,NA
12202,9,1649-05-30,1649-05-22,476,NA,NA,Donauwörth,NA,y,NA,NA,NA,13,Foreign,Diplomacy/Politics,NA,NA
2156,5,1646-04-02,NA,58,58,NA,Donnington,178,y,NA,NA,NA,5,Domestic,War & Conflict,NA,NA
20,9,1645-03-03,NA,1,1,NA,Dorchester,125,y,NA,NA,NA,15,Domestic,Diplomacy/Politics;War & Conflict,NA,NA
300,32,1645-05-07,NA,10,10,NA,Dorchester,125,y,NA,NA,NA,16,Domestic,War & Conflict,NA,NA
5942,4,1648-03-25,NA,161,158,NA,Dorchester,125,y,NA,NA,NA,12,Domestic,Diplomacy/Politics;Religion,NA,NA
14059,23,1649-08-08,1649-08-05,581,NA,NA,Dorchester,125,y,NA,NA,NA,4,Domestic,Legal/Criminal,NA,NA
14167,3,1649-08-10,NA,587,NA,NA,Dorchester,125,y,NA,NA,NA,5,Domestic,Legal/Criminal,NA,NA
2670,15,1646-06-25,NA,70,70,Dutch Post,Dorr,2,y,NA,NA,NA,5,Foreign,War & Conflict,NA,NA
9566,8,1649-02-27,NA,311,NA,NA,Dorset,NA,NA,NA,NA,NA,12,Domestic,War & Conflict,NA,NA
100,7,1645-03-21,NA,4,4,NA,Dorsetshire,NA,NA,NA,NA,NA,21,Domestic,War & Conflict,NA,NA
13153,13,1649-07-04,1649-07-03,533,NA,NA,Dorsetshire,NA,NA,NA,NA,NA,28,Domestic,Diplomacy/Politics,NA,NA
13229,9,1649-07-06,NA,537,NA,NA,Dorsetshire,NA,NA,NA,NA,NA,4,Domestic,War & Conflict,NA,NA
6680,15,1648-09-02,1648-08-31,184,181,NA,Doularis,NA,NA,NA,NA,NA,5,Foreign,War & Conflict,NA,NA
4995,31,1647-08-27,1647-08-28,131,128,NA,Doullens,311,y,NA,NA,NA,6,Foreign,War & Conflict,NA,NA
3339,6,1646-11-07,NA,90,89,NA,Dover,287,y,NA,NA,NA,6,Domestic,Economics and Trade;War & Conflict,NA,NA
6284,33,1648-06-07,NA,171,168,NA,Castle of Dover,NA,y,NA,NA,NA,10,Domestic,War & Conflict,NA,NA
6460,1,1648-07-13,NA,177,174,NA,Dover,287,y,Calais,297,y,21,Domestic;Foreign,Diplomacy/Politics;Royal Courts;War & Conflict,NA,NA
12835,9,1649-06-23,NA,515,NA,NA,Dover,287,y,NA,NA,NA,7,Domestic,Legal/Criminal,NA,NA
15526,11,1649-10-04,NA,652,NA,NA,Dover,287,y,NA,NA,NA,15,Domestic,Legal/Criminal,NA,NA
15539,6,1649-09-29,1649-09-28,653,NA,NA,Dover,287,y,NA,NA,NA,15,Domestic,Legal/Criminal,NA,NA
15551,18,1649-10-04,NA,653,NA,NA,Dover,287,y,NA,NA,NA,10,Domestic,War & Conflict,NA,NA
15623,15,1649-10-09,NA,658,NA,NA,Dover,287,y,NA,NA,NA,5,Domestic,War & Conflict,NA,NA
15628,20,1649-10-09,NA,658,NA,NA,Dover,287,y,France,NA,NA,15,Foreign,Royal Courts,NA,NA
2558,34,NA,NA,67,67,NA,Dresden,548,y,NA,NA,NA,1,Foreign,Diplomacy/Politics,NA,NA
10538,10,1649-04-10,1649-03-29,366,NA,NA,Dresden,548,y,Kassel,464,y,6,Foreign,War & Conflict,NA,NA
7707,6,1649-04-19,1649-04-10,217,214,NA,Drogheda,42,y,Derry,30,y,7,Domestic,Ireland;War & Conflict,NA,"Spelled 'Dreghda', presume Drogheda"
7708,7,1649-04-19,1649-04-10,217,214,NA,Drogheda,42,y,Dublin,48,y,8,Domestic,Ireland;War & Conflict,NA,NA
11118,20,1649-05-04,NA,401,NA,NA,Drogheda,42,y,NA,NA,NA,4,Foreign,War & Conflict,NA,News directly from Drogheda
13361,3,1649-07-13,NA,547,NA,NA,Drogheda,42,y,NA,NA,NA,21,Foreign,War & Conflict,NA,NA
13371,13,1649-07-17,NA,547,NA,NA,Drogheda,42,y,NA,NA,NA,8,Foreign,War & Conflict,NA,NA
13465,16,1649-07-21,NA,551,NA,NA,Drogheda,42,y,NA,NA,NA,12,Foreign,War & Conflict,NA,NA
13659,3,1649-07-24,NA,563,NA,NA,Drogheda,42,y,NA,NA,NA,3,Foreign,War & Conflict,NA,NA
13714,3,1649-07-24,NA,565,NA,NA,Drogheda,42,y,NA,NA,NA,62,Foreign,War & Conflict,NA,NA
14256,6,1649-08-15,NA,592,NA,NA,Drogheda,42,y,NA,NA,NA,3,Foreign,War & Conflict,NA,NA
14264,14,1649-08-16,NA,592,NA,NA,Drogheda,42,y,NA,NA,NA,3,Foreign,War & Conflict,NA,NA
14382,2,1649-08-15,NA,598,NA,NA,Drogheda,42,y,NA,NA,NA,4,Foreign,War & Conflict,NA,NA
14387,7,1649-08-16,NA,598,NA,NA,Drogheda,42,y,NA,NA,NA,4,Foreign,War & Conflict,NA,NA
14444,31,1649-08-23,NA,600,NA,NA,Drogheda,42,y,NA,NA,NA,7,Foreign,War & Conflict,NA,NA
14483,10,1649-08-22,NA,603,NA,NA,Drogheda,42,y,NA,NA,NA,8,Foreign,War & Conflict,NA,NA
14506,12,1649-08-23,NA,604,NA,NA,Drogheda,42,y,NA,NA,NA,7,Foreign,War & Conflict,NA,NA
15039,3,1649-09-08,NA,628,NA,NA,Drogheda,42,y,NA,NA,NA,6,Foreign,War & Conflict,NA,NA
15132,10,1649-09-17,NA,633,NA,NA,Drogheda,42,y,NA,NA,NA,23,Foreign,War & Conflict,NA,NA
15168,16,1649-09-17,NA,635,NA,NA,Drogheda,42,y,NA,NA,NA,8,Foreign,War & Conflict,NA,NA
15240,6,1649-09-19,NA,638,NA,NA,Drogheda,42,y,NA,NA,NA,15,Foreign,War & Conflict,NA,NA
15247,3,1649-09-17,NA,639,NA,NA,Drogheda,42,y,NA,NA,NA,11,Foreign,War & Conflict,NA,NA
15249,5,1649-09-17,1649-09-09,639,NA,NA,Drogheda,42,y,NA,NA,NA,20,Foreign,War & Conflict,NA,NA
15314,8,1649-09-17,NA,642,NA,NA,Drogheda,42,y,NA,NA,NA,14,Foreign,War & Conflict,NA,NA
15414,18,1649-09-27,NA,646,NA,NA,Drogheda,42,y,NA,NA,NA,6,Foreign,War & Conflict,NA,NA
15489,1,1649-09-25,NA,650,NA,NA,Drogheda,42,y,NA,NA,NA,15,Foreign,War & Conflict,NA,NA
15498,10,1649-09-29,NA,650,NA,NA,Drogheda,42,y,NA,NA,NA,38,Foreign,War & Conflict,NA,NA
15506,7,1649-09-28,NA,651,NA,NA,Drogheda,42,y,NA,NA,NA,30,Foreign,War & Conflict,NA,NA
1339,3,1645-11-06,NA,37,37,NA,Duaster Castle,NA,NA,NA,NA,NA,2,Domestic,War & Conflict,NA,NA
1493,52,1645-12-17,NA,40,40,NA,Dublin,48,y,NA,NA,NA,4,Domestic,NA,NA,NA
2810,63,1646-07-15,NA,72,72,NA,Dublin,48,y,NA,NA,NA,4,Domestic,Ireland;War & Conflict,NA,NA
4467,30,1647-05-15,1647-05-03,117,114,NA,Dublin,48,y,NA,NA,NA,24,Domestic,Diplomacy/Politics;Ireland;Religion,NA,NA
4652,39,1647-06-15,1647-06-09,121,118,NA,Dublin,48,y,NA,NA,NA,43,Domestic,Diplomacy/Politics;Ireland;War & Conflict,NA,NA
4714,21,1647-06-28,1647-06-21,123,120,NA,Dublin,48,y,NA,NA,NA,89,Domestic,Diplomacy/Politics;Ireland;War & Conflict,NA,NA
4750,32,1647-07-03,1647-06-30,124,121,NA,Dublin,48,y,NA,NA,NA,44,Domestic,Ireland;War & Conflict,NA,NA
4767,15,1647-07-10,1647-07-04,125,122,NA,Dublin,48,y,NA,NA,NA,96,Domestic,War & Conflict,NA,NA
4807,34,1647-05-17,1647-07-15,126,123,NA,Dublin,48,y,NA,NA,NA,36,Domestic,Ireland;War & Conflict,NA,NA
4842,28,1647-07-24,1647-07-21,127,124,NA,Dublin,48,y,NA,NA,NA,36,Domestic,War & Conflict,NA,NA
4875,31,1647-08-07,1647-08-03,128,125,NA,Dublin,48,y,NA,NA,NA,50,Domestic,War & Conflict,NA,NA
4876,32,1647-08-07,1647-08-03,128,125,NA,Dublin,48,y,Limerick,15,y,6,Domestic,War & Conflict,NA,NA
4877,33,1647-08-07,1647-08-03,128,125,NA,Dublin,48,y,Sligo,17,y,4,Domestic,War & Conflict,NA,NA
4878,34,1546-08-07,1647-08-03,128,125,NA,Dublin,48,y,NA,NA,NA,22,Domestic,War & Conflict,NA,NA
4923,39,1647-08-14,1647-08-12,129,126,NA,Dublin,48,y,NA,NA,NA,83,Domestic,War & Conflict,NA,NA
4958,33,1647-08-21,1647-08-18,130,127,NA,Dublin,48,y,NA,NA,NA,14,Domestic,Ireland;War & Conflict,NA,NA
5049,40,1647-09-04,1647-09-02,132,129,NA,Dublin,48,y,NA,NA,NA,7,Domestic,Ireland;War & Conflict,NA,NA
5050,41,1647-09-04,1647-09-02,132,129,NA,Dublin,48,y,Kilkenny,31,y,8,Domestic,Diplomacy/Politics;Ireland;War & Conflict,NA,NA
5061,6,1647-09-10,1647-09-01,133,130,NA,Dublin,48,y,NA,NA,NA,8,Domestic,Ireland;War & Conflict,NA,NA
5062,7,1647-09-10,1647-09-01,133,130,NA,Dublin,48,y,Trim,37,y,11,Domestic,Ireland;War & Conflict,NA,NA
5087,32,1647-09-14,1647-09-06,133,130,NA,Dublin,48,y,NA,NA,NA,20,Domestic,Ireland;War & Conflict,NA,NA
5118,28,1647-09-18,1647-10-01,134,131,NA,Dublin,48,y,NA,NA,NA,10,Domestic,Ireland;War & Conflict,NA,NA
5219,30,1647-10-09,1647-09-28,137,134,NA,Dublin,48,y,NA,NA,NA,16,Domestic,Ireland;War & Conflict,NA,NA
5294,36,1647-10-23,1647-10-13,139,136,NA,Dublin,48,y,Trim,37,y,35,Domestic,War & Conflict,NA,NA
5295,37,1647-10-23,1647-10-13,139,136,NA,Dublin,48,y,NA,NA,NA,13,Domestic,Diplomacy/Politics;Religion,NA,NA
5352,20,1647-11-05,1647-10-22,141,138,NA,Dublin,48,y,NA,NA,NA,64,Domestic,Ireland;War & Conflict,NA,NA
5353,21,1647-11-05,1647-11-03,141,138,NA,Dublin,48,y,NA,NA,NA,25,Domestic,Ireland;War & Conflict,NA,NA
5407,11,1647-11-20,1647-11-10,143,140,NA,Dublin,48,y,NA,NA,NA,32,Domestic,Ireland;War & Conflict,NA,NA
5474,28,1647-12-04,1647-11-26,145,142,NA,Dublin,48,y,NA,NA,NA,30,Domestic,Ireland;War & Conflict,NA,NA
5477,1,1647-12-09,1647-11-30,146,143,NA,Dublin,48,y,NA,NA,NA,9,Domestic,Diplomacy/Politics;Ireland;Legal/Criminal;War & Conflict,NA,NA
5478,2,1647-12-09,1647-11-30,146,143,NA,Dublin,48,y,Wicklow,NA,NA,6,Domestic,Ireland;War & Conflict,NA,NA
5479,3,1647-12-09,1647-11-30,146,143,NA,Dublin,48,y,Kilkenny,31,y,5,Domestic,Ireland;War & Conflict,NA,NA
5480,4,1647-12-09,1647-11-30,146,143,NA,Dublin,48,y,NA,NA,NA,65,Domestic,Ireland;War & Conflict,NA,NA
5525,23,1647-12-18,1647-12-06,147,144,NA,Dublin,48,y,NA,NA,NA,6,Foreign,Ireland;War & Conflict,NA,NA
5526,24,1647-12-18,1647-12-06,147,144,NA,Dublin,48,y,Mallow,14,y,37,Domestic,Ireland;War & Conflict,NA,NA
5553,24,1647-12-28,1647-12-16,148,145,NA,Dublin,48,y,NA,NA,NA,21,Domestic,Ireland;War & Conflict,NA,NA
5727,36,1648-01-31,1648-01-13,153,150,NA,Dublin,48,y,NA,NA,NA,30,Domestic,War & Conflict,NA,NA
5760,32,1648-02-08,1648-02-03,154,151,NA,Dublin,48,y,NA,NA,NA,14,Domestic,Ireland;War & Conflict,NA,NA
5761,33,1648-02-08,1648-02-01,154,151,NA,Dublin,48,y,NA,NA,NA,11,Domestic,Ireland;War & Conflict,NA,NA
5762,34,1648-02-09,NA,154,151,NA,Dublin,48,y,NA,NA,NA,11,Domestic,Diplomacy/Politics,NA,NA
5811,26,1648-02-19,1648-02-08,156,153,NA,Dublin,48,y,NA,NA,NA,12,Domestic,War & Conflict,NA,NA
5834,21,1648-02-25,1648-02-20,157,154,NA,Dublin,48,y,NA,NA,NA,40,Domestic,War & Conflict,NA,NA
6052,24,1648-04-17,1648-04-04,164,161,NA,Dublin,48,y,NA,NA,NA,6,Domestic,Ireland;War & Conflict,NA,NA
6123,38,1648-04-30,1648-04-19,166,163,NA,Dublin,48,y,NA,NA,NA,14,Domestic,War & Conflict,NA,NA
6147,19,1648-05-06,1648-05-04,167,164,NA,Dublin,48,y,NA,NA,NA,15,Domestic,Diplomacy/Politics;War & Conflict,NA,NA
6213,24,1648-05-20,1648-05-17,169,166,NA,Dublin,48,y,NA,NA,NA,10,Domestic,Diplomacy/Politics;War & Conflict,NA,NA
6286,35,1648-06-07,1648-05-29,171,168,NA,Dublin,48,y,Sligo,17,y,7,Domestic,War & Conflict,NA,NA
6287,36,1648-06-07,1648-05-29,171,168,NA,Dublin,48,y,Cavan,29,y,4,Domestic,War & Conflict,NA,NA
6311,24,1648-06-09,1648-06-05,172,169,NA,Dublin,48,y,NA,NA,NA,8,Domestic,Diplomacy/Politics;War & Conflict,NA,Wales
6452,33,1648-07-10,1648-06-28,176,173,NA,Dublin,48,y,Athlone,20,y,11,Domestic,Diplomacy/Politics;Ireland;War & Conflict,NA,NA
6453,34,1648-07-10,1648-06-28,176,173,NA,Dublin,48,y,Dundalk,41,y,4,Domestic,War & Conflict,NA,NA
6538,18,1648-07-29,1648-07-20,179,176,NA,Dublin,48,y,Athlone,20,y,18,Domestic,Diplomacy/Politics;War & Conflict,NA,NA
6564,17,1648-08-05,1648-07-30,180,177,NA,Dublin,48,y,NA,NA,NA,3,Domestic,War & Conflict,NA,NA
6729,28,1648-09-11,1648-09-04,185,182,NA,Dublin,48,y,NA,NA,NA,11,Domestic,Diplomacy/Politics;War & Conflict,NA,NA
6738,6,1648-09-17,1648-09-08,186,183,NA,Dublin,48,y,Kilkenny,31,y,17,Domestic,Diplomacy/Politics;Ireland,NA,NA
6884,18,1648-10-14,1648-10-07,190,187,NA,Dublin,48,y,NA,NA,NA,9,Foreign,War & Conflict,NA,NA
6885,19,1648-10-14,1648-10-07,190,187,NA,Dublin,48,y,Wexford,NA,NA,13,Domestic,Ireland;War & Conflict,NA,NA
6934,7,1648-10-28,1648-10-21,192,189,NA,Dublin,48,y,Drogheda,42,y,36,Domestic,Diplomacy/Politics;Ireland;War & Conflict,NA,NA
7090,24,1648-11-25,1648-11-18,196,193,NA,Dublin,48,y,Kilkenny,31,y,4,Domestic,Diplomacy/Politics,NA,NA
7123,20,1648-12-02,1648-11-09,197,194,NA,Dublin,48,y,NA,NA,NA,10,Domestic,Diplomacy/Politics;Ireland,NA,NA
7124,21,1648-12-02,1648-11-09,197,194,NA,Dublin,48,y,Kilkenny,31,y,13,Domestic,Diplomacy/Politics;Ireland,NA,NA
7125,22,1648-12-02,1648-11-09,197,194,NA,Dublin,48,y,Connaught,NA,NA,4,Domestic,War & Conflict,NA,NA
7126,23,1648-12-02,1648-11-09,197,194,NA,Dublin,48,y,NA,NA,NA,87,Domestic,Diplomacy/Politics;Ireland,NA,NA
7163,31,1648-12-09,1648-11-28,198,195,NA,Dublin,48,y,Kilkenny,31,y,12,Domestic,Diplomacy/Politics;Ireland,NA,NA
7236,37,1648-12-23,1648-12-14,200,197,NA,Dublin,48,y,NA,NA,NA,11,Domestic,Diplomacy/Politics;Ireland;War & Conflict,NA,NA
7237,37,1648-12-23,1648-12-14,200,197,NA,Dublin,48,y,Galway,10,y,5,Domestic,Ireland;War & Conflict,NA,NA
7238,38,1648-12-23,1648-12-14,200,197,NA,Dublin,48,y,Athboy,34,y,10,Domestic,Ireland;War & Conflict,NA,NA
7239,39,1648-12-23,1648-12-14,200,197,NA,Dublin,48,y,NA,NA,NA,6,Domestic,Diplomacy/Politics;Ireland;Legal/Criminal,NA,NA
7290,14,1649-01-14,1649-01-06,203,200,NA,Dublin,48,y,Carlow,33,y,8,Domestic,Ireland;War & Conflict,NA,NA
7291,15,1649-01-14,1649-01-06,203,200,NA,Dublin,48,y,NA,NA,NA,9,Domestic,Economics and Trade,NA,NA
7319,18,1649-01-18,1649-01-09,204,201,NA,Dublin,48,y,NA,NA,NA,13,Domestic,Economics and Trade;Ireland,NA,NA
7472,18,1649-02-24,1649-02-15,209,206,NA,Dublin,48,y,NA,NA,NA,25,Domestic,Diplomacy/Politics;Ireland,NA,NA
7609,32,1649-03-24,1649-03-18,213,210,NA,Dublin,48,y,NA,NA,NA,87,Domestic,Diplomacy/Politics;Ireland,NA,NA
7694,25,1649-04-14,1649-04-07,216,213,NA,Dublin,48,y,Limerick,15,y,8,Domestic,Diplomacy/Politics;Ireland;War & Conflict,NA,NA
7695,26,1649-04-14,1649-04-07,216,213,NA,Dublin,48,y,Enniskillen,25,y,9,Domestic,Ireland;War & Conflict,NA,NA
7791,31,1649-05-08,1649-05-02,219,216,NA,Dublin,48,y,NA,NA,NA,85,Domestic,Ireland;War & Conflict,NA,NA
7859,33,1649-05-21,1649-05-16,221,218,NA,Dublin,48,y,NA,NA,NA,15,Domestic,Ireland;War & Conflict,NA,NA
8092,36,1649-07-03,NA,227,224,NA,Dublin,48,y,NA,NA,NA,4,Domestic,Ireland;War & Conflict,NA,NA
8243,1,1649-08-09,NA,233,230,NA,Dublin,48,y,NA,NA,NA,74,Domestic,Ireland;War & Conflict,NA,NA
8266,24,1649-08-11,NA,233,230,NA,Dublin,48,y,NA,NA,NA,16,Domestic,Ireland;War & Conflict,NA,NA
8328,29,1649-08-24,1649-08-22,235,232,NA,Dublin,48,y,NA,NA,NA,17,Domestic,Ireland;War & Conflict,NA,NA
8331,32,1649-08-29,1649-08-23,235,232,NA,Dublin,48,y,NA,NA,NA,6,Domestic,Ireland;War & Conflict,NA,NA
8383,20,1649-09-11,1649-09-05,237,234,NA,Dublin,48,y,NA,NA,NA,30,Domestic,Ireland;War & Conflict,NA,NA
8420,32,1649-09-19,1649-09-13,238,235,NA,Dublin,48,y,NA,NA,NA,4,Domestic,Ireland,NA,NA
8469,19,1649-09-29,1649-09-22,240,237,NA,Dublin,48,y,NA,NA,NA,74,Domestic,War & Conflict,NA,NA
8530,7,1648-12-26,1648-12-14,244,283,NA,Dublin,48,y,NA,NA,NA,6,Domestic,War & Conflict,NA,NA
8531,8,1648-12-26,1648-12-14,244,283,NA,Dublin,48,y,Kilkenny,31,y,6,Domestic,War & Conflict,NA,NA
8532,9,1648-12-26,1648-12-14,244,283,NA,Dublin,48,y,Galway,10,y,6,Foreign,War & Conflict,NA,NA
8584,20,1649-01-01,NA,247,17,NA,Dublin,48,y,NA,NA,NA,72,Domestic,War & Conflict,NA,NA
8773,19,1649-01-15,NA,257,NA,NA,Dublin,48,y,Kildare,35,y,14,Domestic,War & Conflict,NA,NA
9005,1,1649-01-29,NA,277,NA,NA,Dublin,48,y,Youghall,23,y,12,Domestic,War & Conflict,NA,NA
9006,2,1649-01-29,NA,277,NA,NA,Dublin,48,y,"Munster, Ireland",NA,NA,25,Domestic,War & Conflict,NA,NA
9007,3,1649-01-29,NA,277,NA,NA,Dublin,48,y,"Allen, Kildare",36,y,11,Domestic,War & Conflict,NA,NA
9008,4,1649-01-29,NA,277,NA,NA,Dublin,48,y,Kildare,35,y,6,Domestic,War & Conflict,NA,NA
9009,5,1649-01-29,NA,277,NA,NA,Dublin,48,y,Kilkenny,31,y,4,Domestic,War & Conflict,NA,NA
9313,14,1649-02-19,NA,296,NA,NA,Dublin,48,y,Youghall,23,y,2,Domestic,War & Conflict,NA,NA
9320,7,1649-02-12,NA,297,NA,NA,Dublin,48,y,NA,NA,NA,24,Domestic,War & Conflict,NA,Ireland
9441,13,1649-02-26,NA,303,NA,NA,Dublin,48,y,NA,NA,NA,2,Domestic,War & Conflict,NA,NA
9507,20,1649-02-27,NA,307,NA,NA,Dublin,48,y,NA,NA,NA,15,Domestic,War & Conflict,NA,NA
9513,26,1649-02-28,NA,307,NA,NA,Dublin,48,y,NA,NA,NA,5,Domestic,War & Conflict,NA,NA
9519,6,1649-02-27,1649-02-15,308,NA,NA,Dublin,48,y,Kilkenny,31,y,25,Domestic,Diplomacy/Politics,NA,NA
9529,2,1649-02-26,NA,309,NA,NA,Dublin,48,y,Kilkenny,31,y,8,Domestic,War & Conflict,NA,Ireland
9599,14,1649-03-06,1649-03-01,313,NA,NA,Dublin,48,y,NA,NA,NA,13,Domestic,War & Conflict,NA,NA
9624,6,1649-03-01,NA,315,NA,NA,Dublin,48,y,Kilkenny,31,y,40,Domestic,Diplomacy/Politics,NA,For Col. Jones
9674,28,1649-03-06,NA,317,NA,NA,Dublin,48,y,NA,NA,NA,4,Domestic,War & Conflict,NA,"Letters from Dublin, Flanders, interesting"
9679,33,1649-03-07,NA,317,NA,NA,Dublin,48,y,NA,NA,NA,2,Domestic,War & Conflict,NA,NA
9686,7,1649-03-03,NA,318,NA,NA,Dublin,48,y,NA,NA,NA,6,Domestic,War & Conflict,NA,NA
9850,13,1649-03-16,NA,327,NA,NA,Dublin,48,y,NA,NA,NA,3,Domestic,War & Conflict,NA,"""There be no letters yet come from Dublin therefore the right state of that city is not known, only some passengers which came by report"""
9875,9,1649-03-14,NA,329,NA,NA,Dublin,48,y,Kilkenny,31,y,5,Domestic,War & Conflict,NA,NA
10088,12,1649-03-24,NA,341,NA,NA,Dublin,48,y,NA,NA,NA,15,Foreign,Diplomacy/Politics,NA,NA
10125,18,1649-03-26,NA,343,NA,NA,Dublin,48,y,NA,NA,NA,4,Foreign,War & Conflict,NA,NA
10138,13,1649-03-24,NA,344,NA,NA,Dublin,48,y,NA,NA,NA,6,Foreign,War & Conflict,NA,NA
10148,5,1649-03-23,NA,345,NA,NA,Dublin,48,y,NA,NA,NA,3,Foreign,Economics and Trade,NA,NA
10158,15,1649-03-26,1649-03-19,345,NA,NA,Dublin,48,y,Dundalk,41,y,7,Foreign,Diplomacy/Politics,NA,NA
10189,16,1649-03-28,NA,346,NA,NA,Dublin,48,y,NA,NA,NA,18,Domestic,Diplomacy/Politics,NA,NA
10275,26,1649-04-03,NA,351,NA,NA,Dublin,48,y,NA,NA,NA,9,Foreign,War & Conflict,NA,NA
10316,12,1649-04-02,NA,353,NA,NA,Dublin,48,y,NA,NA,NA,8,Foreign,War & Conflict,NA,NA
10392,12,1649-04-09,NA,357,NA,NA,Dublin,48,y,NA,NA,NA,8,Foreign,War & Conflict,NA,NA
10433,16,1649-04-09,NA,360,NA,NA,Dublin,48,y,NA,NA,NA,11,Foreign,War & Conflict,NA,NA
10510,9,1649-05-09,NA,364,NA,NA,Dublin,48,y,NA,NA,NA,9,Domestic,War & Conflict,NA,NA
10520,4,1649-04-10,NA,365,NA,NA,Dublin,48,y,NA,NA,NA,5,Foreign,War & Conflict,NA,NA
10654,13,1649-04-17,1649-04-04,373,NA,NA,Dublin,48,y,NA,NA,NA,7,Foreign,War & Conflict,NA,NA
10682,12,1649-04-17,NA,375,NA,NA,Dublin,48,y,NA,NA,NA,30,Foreign,War & Conflict,NA,NA
10694,8,1649-04-17,1649-04-08,376,NA,NA,Dublin,48,y,NA,NA,NA,24,Foreign,War & Conflict,NA,NA
10708,7,1649-04-16,1649-04-10,377,NA,NA,Dublin,48,y,Limerick,15,y,22,Foreign,War & Conflict,NA,NA
10793,10,1649-04-21,NA,382,NA,NA,Dublin,48,y,NA,NA,NA,3,Foreign,War & Conflict,NA,NA
10818,5,1649-04-20,NA,384,NA,NA,Dublin,48,y,NA,NA,NA,2,Foreign,War & Conflict,NA,NA
10866,8,1649-04-21,NA,386,NA,NA,Dublin,48,y,NA,NA,NA,3,Foreign,War & Conflict,NA,NA
10984,11,1649-04-23,NA,392,NA,NA,Dublin,48,y,NA,NA,NA,5,Foreign,War & Conflict,NA,NA
11056,18,1649-05-01,NA,397,NA,NA,Dublin,48,y,NA,NA,NA,5,Foreign,War & Conflict,NA,NA
11086,10,1649-05-02,NA,399,NA,NA,Dublin,48,y,NA,NA,NA,10,Foreign,War & Conflict,NA,"""Little certainty of Intelligence this week from Ireland, that which comes by Chester or Bristol is doubtful as to the state & condition of Dublin"""
11107,9,1649-04-29,NA,401,NA,NA,Dublin,48,y,NA,NA,NA,1,Foreign,War & Conflict,NA,NA
11117,19,1649-05-04,NA,401,NA,NA,Dublin,48,y,NA,NA,NA,4,Foreign,War & Conflict,NA,"""There's nothing by Letters from Dublin (what ever has been published by any) since the 28 of April, of that date by the last Post came from Colonel Tuthil, expressing his having ship'd 1250 men besides Officers, giving the Councel of State notice thereof"""
